sep=,
"Time","GPU 2","GPU 2","GPU 1","GPU 3","GPU 3","GPU 0"
2025-05-20 16:30:00,12239,,4975,,0,12125
2025-05-20 17:00:00,17697,,4975,,0,12125
2025-05-20 17:30:00,14503,,4975,,0,12125
2025-05-20 18:00:00,10187,,4975,,0,12125
2025-05-20 18:30:00,11247,,4975,,0,12125
2025-05-20 19:00:00,13293,,4975,,0,12125
2025-05-20 19:30:00,10789,,4975,,0,12125
2025-05-20 20:00:00,11731,,4975,,0,12125
2025-05-20 20:30:00,11719,,4975,,0,12125
2025-05-20 21:00:00,11775,,4975,,0,12125
2025-05-20 21:30:00,9923,,4975,,0,12125
2025-05-20 22:00:00,13977,,4975,,0,12125
2025-05-20 22:30:00,15703,,4975,,0,12125
2025-05-20 23:00:00,11941,,4975,,0,12125
2025-05-20 23:30:00,11223,,4975,,0,12125
2025-05-21 00:00:00,12319,,4975,,0,12125
2025-05-21 00:30:00,10805,,4975,,0,12125
2025-05-21 01:00:00,11591,,4975,,0,12125
2025-05-21 01:30:00,10085,,4975,,0,12125
2025-05-21 02:00:00,10139,,4975,,0,12125
2025-05-21 02:30:00,14825,,4975,,0,12125
2025-05-21 03:00:00,15989,,4975,,0,12125
2025-05-21 03:30:00,11675,,4975,,0,12125
2025-05-21 04:00:00,11675,,4975,,0,12125
2025-05-21 04:30:00,12791,,4975,,0,12125
2025-05-21 05:00:00,14005,,4975,,0,12125
2025-05-21 05:30:00,16803,,4975,,0,12125
2025-05-21 06:00:00,10841,,4975,,0,12125
2025-05-21 06:30:00,11217,,4975,,0,12125
2025-05-21 07:00:00,10211,,4975,,0,12125
2025-05-21 07:30:00,10213,,4975,,0,12125
2025-05-21 08:00:00,12985,,4975,,0,12125
2025-05-21 08:30:00,12603,,4975,,0,12125
2025-05-21 09:00:00,11637,,4975,,0,12125
2025-05-21 09:30:00,13191,,4975,,0,12125
2025-05-21 10:00:00,13137,,4975,,0,12125
2025-05-21 10:30:00,16023,,4975,,0,12125
2025-05-21 11:00:00,15363,,4975,,0,12125
2025-05-21 11:30:00,14039,,4975,,0,12125
2025-05-21 12:00:00,12725,,4975,,0,12125
2025-05-21 12:30:00,11077,,4975,,0,12125
2025-05-21 13:00:00,11397,,4975,,0,12125
2025-05-21 13:30:00,11131,,4975,,0,12125
2025-05-21 14:00:00,15145,,4975,,0,12125
2025-05-21 14:30:00,10441,,4975,,0,12125
2025-05-21 15:00:00,13677,,4975,,0,12125
2025-05-21 15:30:00,10965,,4975,,0,12125
2025-05-21 16:00:00,15155,,4975,,0,12125
2025-05-21 16:30:00,13209,,4975,,0,12125
2025-05-21 17:00:00,11417,,4975,,0,12125
2025-05-21 17:30:00,12597,,4975,,0,12125
2025-05-21 18:00:00,10607,,4975,,0,12125
2025-05-21 18:30:00,14419,,4975,,0,12125
2025-05-21 19:00:00,14249,,4975,,0,12125
2025-05-21 19:30:00,13783,,4975,,0,12125
2025-05-21 20:00:00,12815,,4975,,0,12125
2025-05-21 20:30:00,10749,,4975,,0,12125
2025-05-21 21:00:00,15517,,4975,,0,12125
2025-05-21 21:30:00,13529,,4975,,0,12125
2025-05-21 22:00:00,14201,,4975,,0,12125
2025-05-21 22:30:00,11029,,4975,,0,12125
2025-05-21 23:00:00,13327,,4975,,0,12125
2025-05-21 23:30:00,12063,,4975,,0,12125
2025-05-22 00:00:00,11115,,4975,,0,12125
2025-05-22 00:30:00,8329,,4975,,0,12125
2025-05-22 01:00:00,17189,,4975,,0,12125
2025-05-22 01:30:00,17189,,4975,,0,12125
2025-05-22 02:00:00,17189,,4975,,0,12125
2025-05-22 02:30:00,8661,,4975,,0,12125
2025-05-22 03:00:00,7105,,4975,,0,12125
2025-05-22 03:30:00,7105,,4975,,0,12125
2025-05-22 04:00:00,7265,,4975,,0,12125
2025-05-22 04:30:00,7261,,4975,,0,12125
2025-05-22 05:00:00,7703,,4975,,0,12125
2025-05-22 05:30:00,7703,,4975,,0,12125
2025-05-22 06:00:00,7703,,4975,,0,12125
2025-05-22 06:30:00,7703,,4975,,0,12125
2025-05-22 07:00:00,7703,,4975,,0,12125
2025-05-22 07:30:00,7703,,4975,,0,12125
2025-05-22 08:00:00,7703,,4975,,0,12125
2025-05-22 08:30:00,8975,,4975,,0,12125
2025-05-22 09:00:00,6901,,4975,,0,12125
2025-05-22 09:30:00,9349,,4975,,0,12125
2025-05-22 10:00:00,10175,,4975,,0,12125
2025-05-22 10:30:00,10969,,4975,,0,12125
2025-05-22 11:00:00,8663,,4975,,0,12125
2025-05-22 11:30:00,9465,,4975,,0,12125
2025-05-22 12:00:00,8601,,4975,,0,12125
2025-05-22 12:30:00,9455,,4975,,0,12125
2025-05-22 13:00:00,12503,,4975,,0,12125
2025-05-22 13:30:00,7655,,4975,,0,12125
2025-05-22 14:00:00,8029,,4975,,0,12125
2025-05-22 14:30:00,8095,,4975,,0,12125
2025-05-22 15:00:00,8611,,4975,,0,12125
2025-05-22 15:30:00,10527,,4975,,0,12125
2025-05-22 16:00:00,10051,,4975,,0,12125
2025-05-22 16:30:00,10051,,4975,,0,12125
2025-05-22 17:00:00,11815,,4975,,0,12125
2025-05-22 17:30:00,10051,,4975,,0,12125
2025-05-22 18:00:00,11873,,4975,,0,12125
2025-05-22 18:30:00,9971,,4975,,0,12125
2025-05-22 19:00:00,10025,,4975,,0,12125
2025-05-22 19:30:00,10051,,4975,,0,12125
2025-05-22 20:00:00,9969,,4975,,0,12125
2025-05-22 20:30:00,10051,,4975,,0,12125
2025-05-22 21:00:00,10051,,4975,,0,12125
2025-05-22 21:30:00,13395,,4975,,0,12125
2025-05-22 22:00:00,10377,,4975,,0,12125
2025-05-22 22:30:00,10187,,4975,,0,12125
2025-05-22 23:00:00,12651,,4975,,0,12125
2025-05-22 23:30:00,16979,,4975,,0,12125
2025-05-23 00:00:00,17609,,4975,,0,12125
2025-05-23 00:30:00,13921,,4975,,0,12125
2025-05-23 01:00:00,13921,,4975,,0,12125
2025-05-23 01:30:00,13921,,4975,,0,12125
2025-05-23 02:00:00,11659,,4975,,0,12125
2025-05-23 02:30:00,11577,,4975,,0,12125
2025-05-23 03:00:00,11659,,4975,,0,12125
2025-05-23 03:30:00,11659,,4975,,0,12125
2025-05-23 04:00:00,11659,,4975,,0,12125
2025-05-23 04:30:00,12953,,4975,,0,12125
2025-05-23 05:00:00,12953,,4975,,0,12125
2025-05-23 05:30:00,12953,,4975,,0,12125
2025-05-23 06:00:00,11659,,4975,,0,12125
2025-05-23 06:30:00,11659,,4975,,0,12125
2025-05-23 07:00:00,11659,,4975,,0,12125
2025-05-23 07:30:00,11659,,4975,,0,12125
2025-05-23 08:00:00,11659,,4975,,0,12125
2025-05-23 08:30:00,11575,,4975,,0,12125
2025-05-23 09:00:00,16843,,4975,,0,12125
2025-05-23 09:30:00,16843,,4975,,0,12125
2025-05-23 10:00:00,11659,,4975,,0,12125
2025-05-23 10:30:00,11633,,4975,,0,12125
2025-05-23 11:00:00,14687,,4975,,0,12125
2025-05-23 11:30:00,12557,,4975,,0,12125
2025-05-23 12:00:00,13833,,4975,,0,12125
2025-05-23 12:30:00,14723,,4975,,0,12125
2025-05-23 13:00:00,12819,,4975,,0,12125
2025-05-23 13:30:00,13995,,4975,,0,12125
2025-05-23 14:00:00,11659,,4975,,0,12125
2025-05-23 14:30:00,13155,,4975,,0,12125
2025-05-23 15:00:00,14073,,4975,,0,12125
2025-05-23 15:30:00,12709,,4975,,0,12125
2025-05-23 16:00:00,11659,,4975,,0,12125
2025-05-23 16:30:00,12113,,4975,,0,12125
2025-05-23 17:00:00,12533,,4975,,0,12125
2025-05-23 17:30:00,12509,,4975,,0,12125
2025-05-23 18:00:00,11659,,4975,,0,12125
2025-05-23 18:30:00,12529,,4975,,0,12125
2025-05-23 19:00:00,11579,,4975,,0,12125
2025-05-23 19:30:00,13355,,4975,,0,12125
2025-05-23 20:00:00,15129,,4975,,0,12125
2025-05-23 20:30:00,12123,,4975,,0,12125
2025-05-23 21:00:00,14309,,4975,,0,12125
2025-05-23 21:30:00,14309,,4975,,0,12125
2025-05-23 22:00:00,11675,,4975,,0,12125
2025-05-23 22:30:00,12417,,4975,,0,12125
2025-05-23 23:00:00,14715,,4975,,0,12125
2025-05-23 23:30:00,12931,,4975,,0,12125
2025-05-24 00:00:00,17035,,4975,,0,12125
2025-05-24 00:30:00,17035,,4975,,0,12125
2025-05-24 01:00:00,11657,,4975,,0,12125
2025-05-24 01:30:00,12673,,4975,,0,12125
2025-05-24 02:00:00,11643,,4975,,0,12125
2025-05-24 02:30:00,11659,,4975,,0,12125
2025-05-24 03:00:00,14153,,4975,,0,12125
2025-05-24 03:30:00,14233,,4975,,0,12125
2025-05-24 04:00:00,14233,,4975,,0,12125
