timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-31T12:04:32,codecarbon,5c385b08-77e4-4e1e-9582-27e906b02b0b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.03163539999999898,5.1147589901836436e-08,1.6167834104148544e-06,42.5,0.0,5.695688724517822,3.594791666666887e-07,0,3.6058456033510064e-09,3.6308501227003973e-07,United States,USA,new hampshire,,,Windows-10-10.0.22631-SP0,3.9.21,2.8.3,16,AMD Ryzen 7 7745HX with Radeon Graphics,,,-72.2827,43.7019,15.18850326538086,machine,N,1.0
