sep=,
"Time","GPU 2","GPU 2","GPU 1","GPU 1","GPU 1","GPU 1","GPU 3","GPU 3","GPU 3","GPU 0","GPU 0","GPU 0","GPU 3","GPU 3","GPU 1","GPU 1","GPU 1","GPU 0","GPU 0","GPU 0","GPU 2","GPU 2","GPU 0","GPU 0","GPU 0","GPU 2","GPU 2","GPU 2","GPU 3","GPU 3","GPU 3","GPU 1","GPU 1","GPU 1","GPU 1","GPU 1","GPU 1","GPU 0","GPU 0","GPU 0","GPU 1","GPU 1","GPU 1","GPU 0","GPU 0","GPU 0","GPU 3","GPU 3","GPU 2","GPU 2","GPU 1","GPU 1","GPU 0","GPU 0","GPU 3","GPU 1","GPU 0","GPU 2","GPU 0","GPU 2","GPU 3","GPU 1","GPU 1","GPU 1","GPU 0","GPU 0","GPU 1","GPU 0","GPU 0","GPU 0","GPU 0","GPU 0","GPU 0","GPU 0"
2025-04-24 19:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,87.0,,,85.4,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-24 20:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,86.8,,,85.0,,,,87.6,,,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-24 20:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,87.0,,,85.2,,,,88.7,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-24 21:00:00,,41.0,,,,39.5,,,39.5,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,72.5,,,58.5,,,59.9,,,57.4,,87.0,,,85.2,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-24 21:30:00,,40.5,,,,39.5,,,39.5,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,86.9,,,85.1,,,,87.6,,,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-24 22:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,86.9,,,85.2,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-24 22:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.0,,,85.2,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-24 23:00:00,,41.0,,,,39.5,,,39.5,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.4,,,58.5,,,59.9,,,57.4,,85.6,,,354,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-24 23:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,85.5,,,365,,,,88.2,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 00:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,85.4,,,379,,,,88.1,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 00:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,364,,,,88.2,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 01:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.4,,,383,,,,87.9,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 01:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,85.4,,,375,,,,87.9,,,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 02:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.5,,,387,,,,87.8,,,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 02:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,85.5,,,360,,,,87.8,,,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 03:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.4,,,366,,,,87.8,,,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 03:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,85.4,,,370,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 04:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,85.6,,,370,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 04:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.6,,,374,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 05:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.7,,,362,,,,88.2,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 05:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.5,,,383,,,,88.2,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 06:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.7,,,363,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 06:30:00,,41.0,,,,39.5,,,39.5,,59.0,,40.1,,57.1,,,60.5,,,42.6,,,58.0,,,58.5,,,59.9,,,57.4,,85.4,,,366,,,,87.8,,,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 07:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.6,,,355,,,,88.2,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 07:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,371,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 08:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,370,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 08:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.5,,,374,,,,87.7,,,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 09:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.8,,,362,,,,146,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 09:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,371,,,,88.2,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 10:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.0,,,85.1,,,,88.1,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 10:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,86.9,,,85.1,,,,88.0,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 11:00:00,,41.0,,,,39.5,,,39.1,,59.0,,40.1,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.0,,,85.2,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 11:30:00,,41.0,,,,39.5,,,39.6,,59.0,,39.6,,57.1,,,60.5,,,42.6,,,71.0,,,58.5,,,59.9,,,57.4,,87.4,,,85.4,,,,88.2,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 12:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.9,,,58.0,,,59.9,,,57.4,,86.9,,,85.2,,,,88.1,,,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 12:30:00,,41.0,,,,39.5,,,39.1,,59.5,,39.6,,57.1,,,60.5,,,42.1,,,58.9,,,58.0,,,59.9,,,57.4,,87.0,,,85.2,,,,365,,,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 13:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,57.5,,,58.5,,,59.9,,,57.4,,87.0,,,85.2,,,,88.1,,,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 13:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,86.9,,,85.2,,,,87.8,,,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 14:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,87.0,,,85.1,,,,90.3,,,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 14:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,86.9,,,85.1,,,,87.9,,,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 15:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,71.0,,,58.5,,,59.4,,,57.4,,87.0,,,85.1,,,,88.0,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 15:30:00,,40.5,,,,39.5,,,39.5,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,86.9,,,85.1,,,,89.3,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 16:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,87.0,,,85.1,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 16:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,89.4,,,85.1,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 17:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.1,,,85.2,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 17:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,86.9,,,85.1,,,,87.9,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 18:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,61.0,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.0,,,85.1,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 18:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,87.0,,,85.2,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 19:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.0,,,85.2,,,,88.5,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 19:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,87.0,,,85.2,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 20:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.4,,,57.4,,87.0,,,85.2,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 20:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,87.0,,,85.1,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 21:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,87.0,,,85.1,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 21:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,87.0,,,85.2,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 22:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,72.5,,,58.0,,,59.9,,,57.4,,87.0,,,85.2,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 22:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,86.9,,,85.1,,,,87.8,,,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 23:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.4,,,58.0,,,59.9,,,57.4,,87.0,,,85.1,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 23:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,87.0,,,85.1,,,,87.9,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 00:00:00,,40.5,,,,39.5,,,39.5,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.0,,,85.2,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 00:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,87.0,,,85.2,,,,87.9,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 01:00:00,,41.0,,,,39.5,,,39.5,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,87.1,,,85.3,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 01:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.4,,,367,,,,87.9,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 02:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.5,,,355,,,,88,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 02:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,352,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 03:00:00,,41.0,,,,39.5,,,39.5,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,371,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 03:30:00,,41.0,,,,39.5,,,39.1,,59.0,,40.1,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.5,,,360,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 04:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,373,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 04:30:00,,41.0,,,,39.5,,,39.5,,59.0,,40.1,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.6,,,384,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 05:00:00,,41.0,,,,39.5,,,39.5,,59.0,,39.6,,57.1,,,60.5,,,42.6,,,58.5,,,58.5,,,59.9,,,57.4,,85.7,,,360,,,,88.1,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 05:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,85.5,,,379,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 06:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.5,,,359,,,,87.9,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 06:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,85.5,,,362,,,,88.0,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 07:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,355,,,,88.1,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 07:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,85.6,,,368,,,,87.9,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 08:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.5,,,360,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 08:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,85.6,,,380,,,,90.4,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 09:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,85.4,,,377,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 09:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.4,,,371,,,,88.6,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 10:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,61.0,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.8,,,369,,,,88.2,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 10:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.7,,,354,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 11:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.7,,,359,,,,88.2,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 11:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,61.0,,,42.1,,,74.0,,,58.0,,,59.9,,,57.4,,87.1,,,85.3,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 12:00:00,,40.5,,,,39.5,,,39.6,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.1,,,85.2,,,,88.2,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 12:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,86.9,,,85.2,,,,88.0,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 13:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,86.9,,,85.2,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 13:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,87.0,,,85.2,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 14:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,87.0,,,85.2,,,,88.2,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 14:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,70.6,,,58.5,,,59.9,,,57.4,,87.1,,,85.2,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 15:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.4,,,57.4,,87.0,,,85.2,,,,87.9,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 15:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,70.6,,,58.0,,,59.9,,,57.4,,86.9,,,85.1,,,,87.9,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 16:00:00,,41.0,,,,40.0,,,39.1,,59.0,,39.6,,57.1,,,61.0,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.1,,,85.4,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 16:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,61.0,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.2,,,85.4,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 17:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,61.0,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,87.3,,,85.4,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 17:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,61.0,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,87.2,,,85.2,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 18:00:00,,41.0,,,,39.5,,,39.6,,59.0,,39.6,,57.1,,,61.0,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,87.1,,,85.2,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 18:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,86.9,,,85.1,,,,87.9,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 19:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,61.0,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.0,,,85.0,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 19:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,61.0,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.0,,,85.2,,,,88,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 20:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,86.9,,,85.1,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 20:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,71.0,,,58.0,,,59.9,,,57.4,,87.0,,,85.1,,,,88.2,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 21:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.0,,,85.1,,,,87.9,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 21:30:00,,40.5,,,,40.0,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.1,,,85.2,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
