sep=,
"Time","GPU 2","GPU 2","GPU 1","GPU 1","GPU 1","GPU 1","GPU 3","GPU 3","GPU 3","GPU 0","GPU 0","GPU 0","GPU 3","GPU 3","GPU 1","GPU 1","GPU 1","GPU 0","GPU 0","GPU 0","GPU 2","GPU 2","GPU 0","GPU 0","GPU 0","GPU 2","GPU 2","GPU 2","GPU 3","GPU 3","GPU 3","GPU 1","GPU 1","GPU 1","GPU 1","GPU 1","GPU 1","GPU 0","GPU 0","GPU 0","GPU 1","GPU 1","GPU 1","GPU 0","GPU 0","GPU 0","GPU 3","GPU 3","GPU 2","GPU 2","GPU 1","GPU 1","GPU 0","GPU 0","GPU 3","GPU 1","GPU 0","GPU 2","GPU 0","GPU 2","GPU 3","GPU 1","GPU 1","GPU 1","GPU 0","GPU 0","GPU 1","GPU 0","GPU 0","GPU 0","GPU 0","GPU 0"
2025-04-25 11:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0.00428,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 12:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0.0129,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 13:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0.00138,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 14:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0.00613,,,0,,,0,,,0,,0,,,0,,,,0.0760,,,0.00000200,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 15:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0.00697,,,0,,,0,,,0,,0,,,0,,,,0,,,0.0000220,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 16:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 17:00:00,,0,,,,0,,,0,,0,,0,,0.00188,,,0.00178,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 18:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 19:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0.0159,,,0.00341,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 20:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 21:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 22:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25 23:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 00:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 01:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 02:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.177,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 03:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.165,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 04:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.208,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 05:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.179,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 06:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.159,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 07:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.181,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 08:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.212,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 09:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.178,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 10:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.171,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 11:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.199,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 12:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 13:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0.00422,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 14:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 15:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0.0135,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 16:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0.00481,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 17:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 18:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 19:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 20:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 21:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0.00000200,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 22:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 23:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 00:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,0.0774,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 01:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.164,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 02:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0.00844,,,0,,,0,,,0,,0,,,0.187,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 03:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.185,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 04:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.154,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 05:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.150,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 06:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.157,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 07:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.173,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 08:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.159,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 09:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.156,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 10:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.147,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 11:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.167,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 12:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0.00379,,,0,,,0,,,0,,0,,,0.155,,,,0,,,0.0000110,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 13:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.147,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 14:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0.00437,,,0,,,0,,,0,,0,,,0.164,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 15:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.161,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 16:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0.00268,,,0,,,0,,,0,,0,,,0.174,,,,0,,,0.000380,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 17:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.198,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 18:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.211,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 19:00:00,,0,,,,0,,,0,,0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0.195,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
